|comment|thensor|grade
444|Честно говоря, книгу до конца я не осилила. Прочитав 3/4 бросила. Неплохо, но как-то совершенно не цепляет. Если сравнивать книгу и фильм, то фильм заинтересовал гораздо больше.|[-10.632326  -8.427952  -8.697618 ... -11.762981 -11.784195 -11.774221]|2
445|Книга написана, на мой взгляд, с благой целью улучшить мир. Но мир это должен оказаться американским, видимо. Что отвращает.|"[-10.822215   -8.9546175  -8.333818  ... -10.527563  -10.539484
 -10.533897 ]"|2
446|Яркое, умное произведение.|"[-11.62659    -7.5412292  -9.5941515 ...  -9.73133    -9.751338
  -9.741831 ]"|2
447|Хорошая книга, как и все другие, написанные Уайльдом.|[-9.782715  -9.024001  -6.0464144 ... -9.675514  -9.689504  -9.682878 ]|2
448|Наверное, самая значимая книга Уайльда.|"[-10.1449995  -8.345423   -6.4688606 ...  -7.65959    -7.670723
  -7.665473 ]"|2
449|А дети его сказок не понимают...|[-11.466494 -10.470028  -9.147776 ... -11.958763 -11.976802 -11.968325]|2
450|"Конечно, не сравнима эта книга с ""Тремя товарищами"""|"[-10.210673   -9.315042   -6.4232965 ...  -9.368774   -9.384414
  -9.377053 ]"|2
451|Простое, легкое, доброе произведение. С удовольствием его прочитала и поразилась находчивости и доброте Веры, ее умением быть другом своему мужу.|[ -9.018827  -9.767009  -8.728155 ... -10.277955 -10.292102 -10.285449]|2
452|Нормально.|[-13.219883 -10.455271 -11.104738 ... -11.787418 -11.825379 -11.8075  ]|2
453|Очень таинственная, страшная новелла. В ней Цвейг показал, насколько могут отдалиться друг от друга самые близкие люди, настолько, что может возникнуть почти ненависть между ними. И из-за кого? Из-за одной очень хитрой и расчетливой личности, стремящейся получить столь желаемое ею. При чтении ощущается зыбкость, мрачность происходящего. Читается на одном дыхании, как и все произведения Стефана Цвейга.|[ -9.438262  -8.711539  -9.024524 ... -10.406578 -10.421033 -10.414237]|2
454|Попса|[-6.5295076 -4.5453444 -2.6596584 ... -6.8440523 -6.86334   -6.854232 ]|2
455|Шизофренический|[-6.27969   -8.897363  -6.0291195 ... -8.264894  -8.276135  -8.270854 ]|2
456|Как одиноко!|[-6.1158404 -9.967007  -4.986447  ... -8.856388  -8.871313  -8.864277 ]|2
457|После таких книг можно и с собой покончить|"[-10.899054   -9.948545   -7.7550006 ...  -9.709842   -9.729287
  -9.720099 ]"|2
458|Так жаль его!|[-10.139566  -9.890633  -7.277336 ... -10.554131 -10.5582   -10.556249]|2
459|Замечательный советский юмор. Хотя фильм интереснее.|[-10.639261  -9.12266   -8.04858  ... -10.254415 -10.267445 -10.261343]|2
460|Наша классика)|[-12.156648 -12.190961  -7.608373 ... -11.219376 -11.226768 -11.223306]|2
461|Русская фантастика - самая лучшая фантастика в мире!!!|[-8.629792 -9.778304 -4.519692 ... -8.659186 -8.678764 -8.669568]|2
462|Книга очень увлекательная. Оторваться просто невозможно. За время прочтения книги не возникало желание ее отложить, так как сюжет затягивает с первой же главы, что большая редкость для фантастов.|"[-10.517135   -8.661773   -6.9144344 ... -10.456238  -10.482856
 -10.470307 ]"|2
463|Приятно читать. Легкий язык, неплохая, но несколько примитивная задумка. Развитие событий легко предугадать. В целом достойно. Твердая четверка.|[-11.447274  -8.771657  -8.454859 ... -10.289681 -10.301648 -10.296026]|2
464|До последнего момента не знала, кто же враг. Очень интересно, таинственно. Даже мурашки пробегали по телу в некоторых моментах. Отличное начало приключений Фандорина, автор заинтриговал. Конец расстроил. Мне кажется, не надо было его таким делать, слишком жестоко.|[-12.283956 -12.095296  -9.429956 ... -11.760753 -11.78871  -11.775529]|2
465|"Великолепная идея - личная ""темная сторона"" у каждого. Но реализация, увы, сырая. Книга оставляет слабое впечатление: внутренний мир героев поверхностен либо примитивен, в тексте много наносного ""мусора"", нет четкости."|[-9.468586  -5.788494  -7.7490845 ... -9.741442  -9.749094  -9.745526 ]|2
466|"Начала читать с большим интересом, но до конца не дочитала. Поняла чем там все закончится. Устала от ""нытья"" главной героини. Проблема ""начальник/подчиненный"" поднята интересная. Причем акутуальна не только для американского общества гламурных журналов, но и для нас очень узнаваемый образ ""я начальник ты дурак""."|"[-11.260645   -8.897694   -9.707818  ... -11.7905445 -11.809776
 -11.800781 ]"|2
467|Об это книге все мной услышанные и прочитанные мнения полярно разделяются: либо изумительно, либо совсем наоборот. К сожалению, присоединяюсь ко второй группе - не зацепило. Мучала первую книгу, еле-еле домучала. Ну, думаю, во второй-то и начнется восторг. Со скрипом домучала вторую - восторга нет. Но я упряма! Начала третью...где-то на половине плюнула, стала просматривать по диагонали. Четвертую по диагонали просмотрела всю...Какая-то я не такая, думаю. Чтож это, всем нравится, а мне тошно? Скачала последнюю, прочла конец и успокоилась. Наверное не судьба. P.S. Местами все же интересно.Я этим и спасалась.|[-7.9402103 -7.492758  -9.006111  ... -9.841404  -9.847389  -9.844595 ]|2
468|Ну, не плохо. Только вот читал авторский сборник на fictionbook.ru, утомляют обширные цитирования философских учений дракков по ходу повествования. Для чего тогда надо было в начале сборника публиковать весь их талмуд? И честно сказать, такого уж восторга я не испытал. Добротно, но читали и поинтересней.|[-10.015253  -9.116124  -8.363909 ... -10.309146 -10.313837 -10.311644]|2
469|Немного бессмысленно|"[ -6.3464603 -10.66169    -6.4070187 ...  -8.485638   -8.498065
  -8.492144 ]"|2
470|дешёвая подделка романа Лауры Кинсейл|[-8.546889  -6.8188705 -7.506732  ... -8.512667  -8.536669  -8.525375 ]|2
471|"очередная жвачка отЭнн Мэтер. выходила под названием ""Если оседлал тигра"""|[-6.6659846 -6.5452347 -6.0982995 ... -7.171617  -7.1836123 -7.177956 ]|2
472|Итория о том, как французский барон полюбил девушку из глухой российской провинции. Меня не затронуло.|[ -9.409084  -9.806154  -9.781088 ... -11.093662 -11.112508 -11.103661]|2
473|После прочтения книги остается впечатление, что главная героиня все время находится словно в тумане.|"[-13.1274605 -11.022609   -8.6858425 ... -10.90442   -10.9253
 -10.915502 ]"|2
474|Читать можно. Сильно отдает женскими романами.|[-6.52544   -7.7374063 -5.433562  ... -7.8807044 -7.883545  -7.8822045]|2
475|"Дочитал. Ну что я могу сказать? Конец отсутствует, сюжетные ходы случайны и бессистемны. + Понравилось: описание быта офиса и всех наших ""бизнес-процессов"" с точки зрения VIP менеджера. За бытописательство офиса от будущих историков - автору твердое ""три с плюсом"". + Владимир Путин на кожистых крыльях, накрывший всю страну - вместо сируфа (из Пелевина, Generation П). Владимир Путин во сне наставляет героя не есть наркотики :) + Есть слабая заявка на ""манифест поколения"", на попытку осмысления жизни. Но все-таки, скорее, ее иммитация в коммерческих целях. - Не понравилось - случайность повествования. Многие линии повисли в воздухе, многие пришли ниоткуда. - Иммитация Пелевина без понимания, что именно Пелевин делает. Слепое копирование формы Мастера - ремесленником-поденщиком. - Отсутсвие мысли, идеи, кроме идей бинарной оппозиции (духовность-бездуховность, Питер-Москва, семья-свобода, Запад-Россия), да и то в исключительно тупом, прямолинейном, неотрефлексированном варианте. - Глубокая вторичность, неоригинальность текста, его идей и ходов. Книга по мотивам: Пелевина ""Generation П"", Гарроса-Евдокимова ""Головоломка"", Болмата ""Сами по себе"" и, видимо, многих других. И самое главное, пожалуй - общее грязное впечатление от книги. Прочитав такую книгу, хочется вымыться. В целом не стошнило, до конца дочитал. Честно заработаное ""средне"". Из серии ""прочитать в метро и забыть как страшный сон"". Возможно, пригодится историкам нашего времени в будущем. Художественная ценность стремится к нулю. Мыслей нет. Содержание цельностянуто у довольно известных писателей конца 90-х. ""И я себя ловлю на мысли, что посмотрел какое-то очень херовое кино. С ужасным сценарием и абсолютно лишенное смысла. "" Целиком подписываюсь."|[-8.366194 -8.925568 -8.850899 ... -9.669747 -9.681017 -9.675706]|2
476|технологически идея книги завораживает введя читателя в ее суть автор жестоко расправляется с героями многочисленными, не греющими душу, которых не больно то и жалко книга хорошо спасает от приступов ТТБ (трамвайно-троллейбусного бешенства)|[-8.206073  -9.412679  -6.8644776 ... -9.723264  -9.727878  -9.72572  ]|2
477|Так себе книга, каждая глава начинается с афоризма причем никак не связаного с книгой.|[ -8.255041  -9.116333  -9.777657 ... -11.37244  -11.388343 -11.380901]|2
478|На мой взгляд, вокруг этой книге наделали слишком много шума. Но с другой стороны это и понятно-в книге затрагивается тема секса. Такие вещи, которые описаны в книге, можно назвать сказкой, исключением из правил. Ведь все таки проституция - это грязное ремесло, а там оно описано скорее как позитивное, совершенно обыденное дело.|[-10.501909  -8.426253  -8.578246 ... -11.242244 -11.254622 -11.248829]|2
479|Книга читается легко и быстро, но в памяти не оставляет следа.|[-10.363627  -8.779886  -7.64304  ...  -9.468649  -9.483047  -9.476228]|2
480|"Написано в стиле нытья богатого французского парня, пресытившегося всеми развлечениями. Типа ""я богатый скучающий мужчина в полном расцвете сил и ничего изменить в этом мире не могу"". Интеремно тем, кто хочет узнать о мире рекламы и маркетинга с внутренней стороны."|[ -9.757904  -8.529457  -9.959713 ... -10.781411 -10.796243 -10.789294]|2
481|Прочитала книгу, через полгода вышел фильм. Книга - типично американский предсказуемый сюжет, где кульминация приходится на самое ожидаемое событие года. Ещё одна жвачка. В принципе, просто лёгкое чтиво, предъявлять не к чему.|"[-10.272405   -8.599624   -7.7378917 ... -10.39269   -10.408218
 -10.400906 ]"|2
482|Честно книга не понравилась. Средней паршивости.Фильм еще хуже!|[-6.579457  -6.035658  -5.3131943 ... -6.8089623 -6.8155627 -6.812426 ]|2
483|Очень медленно читается.... тянется, тянется, поэтому даже негатив по отношению к этому роману появился....|[-10.972142 -11.154697  -8.6552   ... -10.439697 -10.453192 -10.446864]|2
484|Вы смотрели фильм??? Тогда вы не имеете абсолютно никакого представления о книге. Фильм взял от произведения только название ну и главного героя - газонокосильщика. В остальном - фантазия режиссеров. После выхода фильма был скандал, поскольку сославшись на произведение Кинга, авторы фильма в корне изменили сюжет. Прочитать стоит разве что для сравнения рассказа с фильмом.|[-8.529579 -9.367474 -8.184375 ... -9.743539 -9.753724 -9.748944]|2
485|Честно говоря, начал читать только из-за понравившейся обложки,и из-за того, что нужно было как-то скоротать время в самолете. Произведение так себе... Абсолютно никакой финал...|"[ -9.1625805  -9.850307   -8.834838  ... -10.92195   -10.94063
 -10.931839 ]"|2
486|Что я вынесла из этой книги? Только небольшие правила садистских игр. Стоит прочитать, чтобы потом быстро забыть.|"[ -8.687069   -9.381103   -9.089851  ... -10.170521  -10.181926
 -10.1765585]"|2
487|Скажу честно, начинала три раза и всё равно до конца не осилила...|[-12.21752  -11.172327 -11.874999 ... -12.61292  -12.636941 -12.625632]|2
488|"По-моему, и не для меня. Давно хотела прочитать, поскольку знаю, что М. Уэльбек за ""Элементарные частицы"" получил сразу 2 премии: ""Хьюго"" и ""Небьюла"". И дело даже не в том, что сюжет, как подметил Borka, уловить иногда достаточно сложно. По прочтении роман оставил очень тяжелый осадок на душе, вогнал в тоску и плохое настроение. Ну не все же люди такие, как описано, елки-палки! Может, я не поняла замысел автора, но, когда чиатешь, такое впечатение складывается, будто нет и не было на Земли ни любви, ни дружбы, ни банальной привязанности. Ни чести, ни совести. Видимо, таким идеалистам, как я, противопоказано читать жизнеописание депрессивных психопатов, пусть и гениальных."|[ -9.350281  -9.145113  -9.461412 ... -10.548527 -10.561752 -10.55555 ]|2
489|"рецензия в начале fb2 файла обещала намного больше, да и ""цикл незримого"" обещал чуть больше. бородатые философские замашки с концепцией ""непобедимого собеседника"" комбинируются с элементами ""сырого детектива""."|[ -9.777494  -8.164642  -9.158101 ... -10.287572 -10.300834 -10.294576]|2
490|"Не знаю, я не в восторге. Думала, прочитаю что-то занимательное , ведущее к размышлениям. Оказалось, в книге перечислены истории из жизни... такие есть у всех... под заголовком ""как я пил с друзьями"""|[-10.305848  -9.264381  -8.734641 ... -10.46697  -10.486524 -10.477337]|2
491|"Читал после ""Код да Винчи"" , уже не так интересно. Да и помоему автор уже переборщил с так называемым ""акшеном"". Иногда худ. перепетии доходят до абсурда."|[-8.949391 -9.550668 -9.217264 ... -9.72049  -9.730638 -9.725848]|2
492|В постановке Малого театра смотрится просто бесподобно, хотя настоящий счастливый конец слегка отложен и не вошел в пьесу...|[-11.02353  -10.376623 -10.637256 ... -11.637993 -11.652203 -11.645526]|2
493|Милая такая книга. Один раз прочитать можно. Такое чувство, что все несколько затянуто|[ -9.972084  -9.376448  -9.0153   ... -10.079051 -10.097141 -10.08863 ]|2
494|Ничего особенного, у Дашковой есть произведения и получше|"[ -7.270995   -9.091926   -6.5547776 ... -10.391447  -10.400165
 -10.396102 ]"|2
495|Не смогла дочитать. Очень уж там действие долго тянется.Хотя... не могу сказать, что совсем не интересно|[-10.469747 -10.520982  -8.747926 ... -11.557157 -11.576434 -11.567375]|2
496|имхо, в известности этого романа преобладает доля скандальности и гораздно меньшая доля - его собственно художественные достоинства|[-7.4857855 -9.045488  -9.01926   ... -9.166883  -9.16776   -9.167357 ]|2
497|Очень яркое, хотя и несколько антропоцентрическое произведение.|[-9.123215  -8.916116  -6.9427447 ... -8.323094  -8.329034  -8.32621  ]|2
498|Грустная книга. Я бы не рекомедовале читать ее в разгаре каких-либо отношений в сети, даже не обязательно любовных, а просто близких, личных. Тяжело становится в конце книги, тяжело когда вспоминаешь свою сетевую историю, применяя на нее основную идею романа. А вообще написано красиво, трогательно. Грустная история любви. Если кому-то хочется попережевать и поплакать, то самое то.|[ -8.251714  -8.33336   -8.615103 ... -10.292651 -10.305633 -10.299556]|2
499|Да автор действительно хочет шокировать своего читателя. Когда я читала, книга и автор вызывали отвращение. Если первый рассказ можно назвать просто бредом невменяемого человека, то, что следовало дальше, это извращения человека с психическими отклонениями. С каждым следующим рассказом наполняешься возмущением, негодованием и страхом (неужели такие люди, как в рассказах, сущестуют, и они делают то, о чем говорит автор). Самое ужасное, что ты осознаешь, да такие люди есть, а картины, нарисованные автором могут преследовать ещё несколько дней подряд. В тоже время положительные моменты, тоже есть. Ты начинаешь думать, а каков ты на самом деле, и хочется дать кому-нибудь ещё почитать эту книгу, чтобы разобраться в замысле автора(хотя его желание, насколько я понимаю, только эпотировать и заставить, читателя реагировать).|[-8.298059 -8.929952 -7.830592 ... -9.627939 -9.633381 -9.630832]|2
500|Забавно, но не более того. Больше одного раза читать невозможно.|"[-10.062723   -7.8564506 -10.049147  ... -10.476073  -10.490495
 -10.483689 ]"|2
501|"Лукьяненко, конечно, явление в современной руской фантастике. Может быть, самое крупное за перестройку. Он даже её (перестройки) дитя в чём-то (или даже в основном). Но это же и помешает (думаю) ему стать классиком попозже. Чувствуется наличие какого-то надлома в его текстах. Как будто не может он приподняться над чем-то, хотя и хочет. Но суть данного произведения не в этом. Просто, будучи программистом, я всегда достаточно пристрастно читаю произведения, в которых автор затрагивает компьютеризацию общества будущего. Естественно, у каждого свои представления о будущем. Особенно о влиянии технологий там, впереди. Однако, общие тенденции специалист в каждой области может оценить лучше, чем простой читатель. Например, все книги Перумова (кроме цикла о мирах Толкиена) должен оценивать биолог, а читатель, как я, например, увидит там только некую борьбу людей с биомассой, обладающей некой злой волей, откуда и проистекают все сюжетные линии. Так вот, наблюдаю я, как многие фантасты обращаются с комьютеризацией будущего, и вижу, что не все с этим справляются (IMHO). Из справившихся отмечу Дэна Симмонса (начало серии о Гиперионе), Орсона Скотта Карда (первые две книги об Эндере). Следующие книги этих же авторов меня уже не заинтересовали, ибо имели (IMHO) чисто коммерческие мотивы написания (желание необоснованной прибыли от продолжения удачных серий). Теоретически я делаю вывод, что чаще писатель не явлется ни в малой степени специалистом в области компьютеров, и допускает грубые ляпы, касающиеся каких-то глубинных принципов работы компьютера и программ. Вышеупомянутые писатели обошли эту яму, потому что рассуждали в основном абстрактно, крупными мазками писали свои произведения, не вдавались в опасные для потенциального обсуждения детали. А вот Лукьяненко, хотя и грамотен (для писателя) в этой области, но как-то меня лично в ""Лабиринте отражения"" не удовлетворил. Хотя в ""Звёзды - холодные игрушки"", ""Императоры иллюзий"" ему и удалось это на отлично! Но там как раз речь шла в основном не о виртуальных пространствах, и будущее не определялось компьютерами. Не буду вдаваться в конкретные детали и закончу на этом."|[ -9.346029  -9.923156  -9.047305 ... -10.609936 -10.61943  -10.61495 ]|2
502|необычно, но о-о-очень мрачно...|[-13.46613  -11.038788 -11.632241 ... -15.176155 -15.218364 -15.19849 ]|2
503|"Собственно говоря, для меня Эскивель остаётся автором ""Шоколада на крутом кипятке"". Прочитанные позднее ""Стремительный..."" и ""Малинче"" развлекли, но не более. ""Книга о чувствах"" - и вовсе редкостная банальщина на уровне популярных книг по психологии. Кому-то, может быть, и будет интересно, но лучше сразу обратиться к произведениям Луизы Хей, которую Лаура Эскивель прямым текстом рекламирует :)"|[-8.305779 -8.349066 -7.213773 ... -8.738573 -8.743212 -8.741059]|2
504|"Решила все-таки прочесть эту книгу, потому что, во-первых, понравилось название и, во-вторых, теория в аннотации к книге. Результат - совершенно не впечатлило. Сплошное нытье мужика на ста с лишним страницах. После прочтения приходишь к давно известной мысли о том, что ""все мужики - сволочи"" (с). Единственное что полезного можно вынести из книги, так это некоторые высказывания, но при этом большинство из них не Бегбедера."|"[ -8.529486   -8.237981   -8.477507  ... -10.112172  -10.1246805
 -10.118813 ]"|2
505|"По сравнению с ""Просто вместе"" книга намного хуже. На один раз - прочитать и забыть."|[-8.215595  -6.7693877 -8.248364  ... -9.65731   -9.668006  -9.662976 ]|2
506|Из всех прочитанный мною книг этого автора мне показалась наименее интересной. Обычный любовный роман, конец предсказуем страницы так с 10й.|[-10.518264  -8.380456  -9.393631 ... -11.849844 -11.868922 -11.859961]|2
507|Думаю, если бы авторы рецензий на эту книгу указывали свой возраст, мы бы заметили, что чем моложе рецензент, тем выше его оценка)))|[-9.562006 -9.489678 -8.912386 ... -9.438743 -9.462617 -9.45137 ]|2
508|Совершенно однообразно. Ничего нового. Бизнес-леди неправдоподобна до противного. Много приторности Сюжет безобразно слаб. Напоминает дешёвые любовные романы про поместья и прислугу.|[-9.36383   -7.7908907 -7.495541  ... -9.333361  -9.341091  -9.337464 ]|2
509|Книга написана интересно... Но! Я зря ее прочитала в возрасте 12 лет( Тогда у меня сложилось определенное мнение, осадок в душе... Теперь я не могу прочитать ее еще раз, чтобы переосмыслить. Душа не лежит(|[ -8.201025  -9.948551 -10.91947  ... -11.390014 -11.408311 -11.399746]|2
510|Средненько, да. Прочитать прочитал, но никому рекомендовать не стал|"[-11.304945  -11.477405   -7.7438235 ... -11.394699  -11.411863
 -11.403811 ]"|2
511|"банальнейший ""публичный дневник"". возникает ощущение, что написала его современная первокурсница. но читать можно, хотя к концу мне откровенно надоело))"|[ -8.695035  -8.161576  -8.552848 ... -10.038602 -10.048699 -10.04394 ]|2
512|Идея написать руководство по этой теме - хороша, но воплощение получилось жидковато, в прямом смысле, на одну фразу по делу приходится очень много пустого трепа, да еще и с повторами.Фильтровать и фильтровать.Впрочем, не знаю, может, современные тинейджеры хорошо воспринимают информацию именно в таком разведении.|[-9.364064 -7.594029 -8.497484 ... -9.812456 -9.823586 -9.818351]|2
513|"Я бы сказал даже хуже, чем слабо. Написана просто ""для нада"". Отличная первая часть и просто ужасная вторая. Не катит, уважаемый автор..."|[ -9.519983  -9.131717  -8.491384 ... -10.975257 -10.983864 -10.979843]|2
514|Начало книги заинтересовало, но чем дальше, тем больше страницы намокали от воды в тексте. Перелистнула в конец. Ничего не потеряла. Обычный женский роман. Популярность можно объяснить тем, что интернет-романы не редкость, и когда встречаешь в книге историю, похожую на ту, что когда-то происходила с тобой - это всегда приятно. Независимо от художественной ценности такой книги.|"[ -9.174395   -9.6790085  -9.400139  ... -11.246939  -11.265949
 -11.257028 ]"|2
515|Очень непривычно и грустно (( Оба главных персонажа не понравились - не люблю в жизни таких (|[-13.242037 -10.801418  -9.980889 ... -12.561125 -12.583623 -12.573055]|2
516|С огромным удовольствием читала первые книги этого автора. Но со временем разочаровалась. Как бы это банально не звучало, но такое впечатление, что пишется для получения ганараров и только. Впрочем если нужно убить время, почитать можно, читается достаточно легко.|[-10.385977  -8.528951  -8.360499 ... -10.460011 -10.473795 -10.467302]|2
517|Слог прекрасный, язык красивый, но очень сложно читать ради упоения словом много много страниц.|[-12.20536   -8.63884   -8.684256 ... -12.082839 -12.083141 -12.083024]|2
518|"Готовый сценарий для сериала типа ""Династия"", ""Санта Барбара""... Впрочем читается быстро и захватывающе. Создалось впечатление, что автор - женщина (может правда так и есть, ведь не новость про использование ""литературных рабов""). Можно читать если уж совсем скучно, на пляже например, быстро, увлекательно, не нагружено ни смыслом ни информацией."|[-9.434126  -7.3976026 -9.071628  ... -9.80169   -9.810104  -9.8061695]|2
519|"Ожидала от книги большего. Начало нудно затянуто, конец скомкан. Общее впечатление заумности и надуманности. Но, возможно, это придирки при сравнении с ""Алхимиком"". Если бы не читала ""Алхимика"" поставила 7 (нормально), а так только 5 (средненько)."|[-10.323645  -9.18064   -9.451896 ... -10.31804  -10.334172 -10.32658 ]|2
520|До того, как прочитала, слышала кой-какие восторженные отзывы, но была разочарована. Да, неплохо, и только-то. Как-то не будоражит сознание, не во что вдумываться. Фильм после рекламного ролика вообще смотреть расхотелось.|[ -9.990343  -8.714286  -8.762675 ... -10.786699 -10.799421 -10.793446]|2
521|Не последовательно... Не советую людям которых мутит от политики и взаимоотношений чиновников. Есть вроде-бы очень интересные места и идеи, сменяются нудностью и непоследовательностью. Мнение о книге неоднозначное. Вроде бы понимаешь что писал умный человек, но с другой стороны, не интересно, не моё.|[ -9.573678  -7.995333  -9.424198 ... -10.932554 -10.947803 -10.940648]|2
522|"Что-то Гришем ударился не в ту степь. Все эти прогулки по Италии очень сильно напоминают Дэна Брауна. А это, надо отметить, сильно понижает Гришема в моих глазах. Я понимаю, что ему очень нравится Италия, он любит там бывать, и любуется страной на страницах книги, но больше половины романа становится из-за этого довольно посредственной. Не читал ""Последнего приссяжного"", но судя по ""Вердикту"" в последние годы Гришем начал сдавать. Лучше вернуться к его ранним работам."|[ -8.974775  -9.853195  -9.202784 ... -11.098499 -11.112663 -11.106019]|2
523|Мне кажеться книга отстала к сожалению во времени и даже не имеет того очарования как это бывает с такими книжками. Нудновато. Хотя Дойла очень люблю и уважаю.|[-10.676863  -9.264777  -8.665518 ... -11.644751 -11.658204 -11.651897]|2
524|Тяжко давалось. Наверное я просто не являюсь поклонницей такой литературы. Прочитана для общего образования. Хотя наверное людям обучающимся различным видам восточных единоборств, людям умеющим концентрироваться на своей внутренней энергии, людям желащим понять и прочувствовать себя и свою природу она будет очень полезна.|[-10.42291   -9.469238  -9.509253 ... -10.489531 -10.506402 -10.498478]|2
525|"У пратчетта своеобразный юмор, плюс ""трудности перевода"", в общем я не могу порекомендовать эту книгу к прочтению взрослым... может подросткам лет 13-15... должна сказать, что иллюстрации в этой книге замечательные, что сделает её прекрасным подарком читающему ребенку..."|[-10.663403  -8.857603 -10.403982 ... -11.570179 -11.587915 -11.579596]|2
526|Впечатление от книги двоякое. С одной стороны - жизнеописание Ван Гога, действительно, интересно и погружает в атмосферу его быта и творчества. Но стиль автора чересчур прост, не хватает художественности изложения. Сугубо повествовательный характер произведения делает его ценным с фактологической точки зрения, но опресняет.|[-9.322786  -7.016558  -8.139262  ... -9.391857  -9.402091  -9.3972845]|2
527|"Такое же непонятное произведение как и ""Проснуться живым"", но проглотила за счет динамики."|"[-11.455912  -11.466352   -7.8493686 ... -10.910262  -10.932442
 -10.9220085]"|2
528|ИМХО. С этой книжки цикл про Пиранью, который и сделал автора знаменитым, перестал нравиться. Оставил книгу у себя, потом не смог (в смысле не пошла) перечитать несмотря на трогательную любов и красивый антураж. Господин Бушков стал повторяться, а некоторые обороты его литературной речи (в частности в описании секса), которые вызывали сначала лишь легкое раздражение - вызывают тошноту. Снес все книги серии, начиная с этой букинисту и не жалею.|"[ -9.05842   -10.162698   -9.6753435 ... -10.713053  -10.723007
 -10.718332 ]"|2
529|Книга далась мне с трудом (в смысле долго ее читала и в конечном итоге на половине забросила!) На любителя книга, неплохая, но бесконечные мысли главного героя начинают действовать на нервы в некоторых моментах.|[ -9.950706 -11.070273  -8.863534 ... -11.401091 -11.422435 -11.412371]|2
530|Меня книга не впечатлила, может быть там и есть много интересных описаний восприятия мира и т.п, но это не мое, читается тяжело.|[-11.380264 -10.899124 -10.337174 ... -12.524992 -12.544519 -12.535354]|2
531|"Навороченных всяких недоказанных вещей у него полно, интересно поупражнять свой ум- типа шарады. Но по сути-то -смысла в этой книге нет! Он подвергает сомнению довольно серьёзные вещи, не предоставляя ничего взамен, кроме пустоты. И вообще, по-моему, он содрал отрывок идеи у Умберто Эко (из ""Маятника Фуко""). Но книги Эко - с глубоким смыслом, только его не распиарили. Видимо, народ не любит искать истины, а хочется только сенсаций. Умберто Эко назвал таких людей ""одержимцы"": они хотят не истину, а хотят её только желать. Как только они её находят, то тут же отвергают и продолжают рыть дальше, т.к. этот секрет уже не секрет. Не нужен таким людям смысл и познание мироздания, они хотят сами быть богами. Короче, чем бессмысленней, тем круче. БОЛЬШИНСТВО ЛЮДЕЙ НЕ ЗНАЮТ, ЧТО НАПИСАНО В БИБЛИИ И ИСТОРИЮ ЭТОЙ КНИГИ, НО ЗНАЮТ ДЭНА БРАУНА И СОМНЕВАЮТСЯ В ВЕЩАХ, О КОТОРЫХ ЗНАЮТ ТОЛЬКО ПОНАСЛЫШКЕ. ЦЕРКОВЬ И БИБЛИЯ - ДАЛЕКО НЕ ОДНО И ТО ЖЕ. МОЖЕТ, СТОИТ РАЗОБРАТЬСЯ?"|[-6.6785107 -5.7102966 -7.215315  ... -7.4831295 -7.474062  -7.478298 ]|2
532|Это читается легче, чем Дао Пуха, но абсолютно не захватывает. В общем - никак.|[-8.628482  -7.615355  -7.013784  ... -9.8790655 -9.893118  -9.886533 ]|2
533|"Прочитала первые 4 произведения в книге ""Вся Стальная крыса"", том 1. Ничего особенного. Поскольку сейчас модно делить литературу на женскую, мужскую и т.д., то серия про стальную крысу явно для мальчишек. Что-то вроде подросшего Гекальберри Финна. А ""Стальная крыса идет в армию"" еще сильно смахивает на комедию про войну времен войны, где все наши умные, смелые, умелые, а враги почти все тупые и криворукие."|[ -8.591804 -10.341022  -8.322574 ... -10.955444 -10.970864 -10.963642]|2
